Station2,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,gamma BHC,ng/L,<,2.5
L02-641-1,45462.348611111112,Total,1216,NA,gamma BHC,ng/L,<,2.5
L02-641-2,45462.361111111109,Total,1288,NA,gamma BHC,ng/L,<,2.5
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,gamma BHC,ng/L,<,2.5
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,gamma BHC,ng/L,<,2.5
L05-503-1,45468.388888888891,Total,3088,NA,gamma BHC,ng/L,<,2.5
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,gamma BHC,ng/L,<,2.5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,gamma BHC,ng/L,<,2.5
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,gamma BHC,ng/L,<,2.5
M02-032-1,45469.44027777778,Total,3122,NA,gamma BHC,ng/L,<,2.5
SC1-2,45469.40347222222,Total,9238,NA,gamma BHC,ng/L,<,2.5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,gamma BHC,ng/L,<,2.5
M02-085-2,45469.445138888892,Total,2401,NA,gamma BHC,ng/L,<,2.5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,gamma BHC,ng/L,<,2.5
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,gamma BHC,ng/L,<,2.5
L04-672-1,45496.382638888892,Total,3334,NA,gamma BHC,ng/L,<,2.5
L04-266-5,45496.334722222222,Total,2634,NA,gamma BHC,ng/L,<,2.5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,gamma BHC,ng/L,<,2.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,gamma BHC,ng/L,<,2.5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,gamma BHC,ng/L,<,2.5
L03-418-8,45503.387499999997,Total,2938.26,NA,gamma BHC,ng/L,<,2.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,gamma BHC,ng/L,<,2.5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,gamma BHC,ng/L,<,2.5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,gamma BHC,ng/L,<,2.5
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,gamma BHC,ng/L,<,2.5
L01-404-1,45503.368750000001,Total,1918,NA,gamma BHC,ng/L,<,2.5
L01-340-1,45503.408333333333,Total,1665,NA,gamma BHC,ng/L,<,2.5
L05-489-3,45503.418055555558,Total,3334,NA,gamma BHC,ng/L,<,2.5
L05-049-1,45503.418055555558,Total,3848,NA,gamma BHC,ng/L,<,2.5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,gamma BHC,ng/L,<,2.5
J01-9082-2,45504.386805555558,Total,1270,NA,gamma BHC,ng/L,<,2.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,gamma BHC,ng/L,<,2.5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,gamma BHC,ng/L,<,2.5
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,gamma BHC,ng/L,<,2.5
J01-9131-1 (J01P28),45510.375,Total,2381,NA,gamma BHC,ng/L,<,2.5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,gamma BHC,ng/L,<,2.5
L01-726-5,45510.375,Total,5625,NA,gamma BHC,ng/L,<,2.5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,gamma BHC,ng/L,<,2.5
K01-12159-3,45510.425000000003,Total,-99,NA,gamma BHC,ng/L,<,2.5
K01-12159-2,45510.451388888891,Total,7455,NA,gamma BHC,ng/L,<,2.5
I01-11010-1,45512.409722222219,Total,8356,NA,gamma BHC,ng/L,<,2.5
I00-11437-1,45512.37777777778,Total,10154,NA,gamma BHC,ng/L,<,2.5
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,gamma BHC,ng/L,<,2.5
L02-641-1,45517.372916666667,Total,1339,NA,gamma BHC,ng/L,<,2.5
L02-641-2,45517.369444444441,Total,1569,NA,gamma BHC,ng/L,<,2.5
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,gamma BHC,ng/L,<,2.5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,gamma BHC,ng/L,<,2.5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,gamma BHC,ng/L,<,2.5
M02-032-1,45518.456944444442,Total,2404,NA,gamma BHC,ng/L,<,2.5
SC1-2,45518.386111111111,Total,6253,NA,gamma BHC,ng/L,<,2.5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,gamma BHC,ng/L,<,2.5
M02-085-2,45518.413194444445,Total,2126,NA,gamma BHC,ng/L,<,2.5
L05-503-1,45519.39166666667,Total,2350,NA,gamma BHC,ng/L,<,2.5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,gamma BHC,ng/L,<,2.5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,gamma BHC,ng/L,<,2.5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,gamma BHC,ng/L,<,2.5
L04-672-1,45427.383333333331,Total,3943,NA,gamma Chlordane,ng/L,<,1
L04-266-5,45427.343055555553,Total,3408,NA,gamma Chlordane,ng/L,<,1
J01-10004-1 (J01P01),45427.4,Total,2150,NA,gamma Chlordane,ng/L,<,1
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,gamma Chlordane,ng/L,<,1
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,gamma Chlordane,ng/L,<,1
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,gamma Chlordane,ng/L,<,1
L01-404-1,45433.34375,Total,1915,NA,gamma Chlordane,ng/L,<,1
L01-340-1,45433.381944444445,Total,1636,NA,gamma Chlordane,ng/L,<,1
L05-489-3,45433.376388888886,Total,3415,NA,gamma Chlordane,ng/L,<,1
L05-049-1,45433.417361111111,Total,3825,NA,gamma Chlordane,ng/L,<,1
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,gamma Chlordane,ng/L,<,1
L03-418-8,45434.432638888888,Total,2875,NA,gamma Chlordane,ng/L,<,1
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,gamma Chlordane,ng/L,<,1
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,gamma Chlordane,ng/L,<,1
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,gamma Chlordane,ng/L,<,1
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,gamma Chlordane,ng/L,<,1
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,gamma Chlordane,ng/L,<,1
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,gamma Chlordane,ng/L,<,1
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,gamma Chlordane,ng/L,<,1
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,gamma Chlordane,ng/L,<,1
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,gamma Chlordane,ng/L,<,1
J01-9082-2,45441.487500000003,Total,1287.87,NA,gamma Chlordane,ng/L,<,1
L01-726-5,45455.361111111109,Total,3953,NA,gamma Chlordane,ng/L,<,1
L01-728-5 (L01-DP),45455.4,Total,2015,NA,gamma Chlordane,ng/L,<,1
K01-12159-2,45455.37222222222,Total,5213,NA,gamma Chlordane,ng/L,<,1
K01-12159-3,45455.365277777775,Total,4828,NA,gamma Chlordane,ng/L,<,1
I01-11010-1,45461.415972222225,Total,7938,NA,gamma Chlordane,ng/L,<,1
I00-11437-1,45461.372916666667,Total,9394,NA,gamma Chlordane,ng/L,<,1
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,gamma Chlordane,ng/L,<,1
L02-641-1,45462.348611111112,Total,1216,NA,gamma Chlordane,ng/L,<,1
L02-641-2,45462.361111111109,Total,1288,NA,gamma Chlordane,ng/L,<,1
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,gamma Chlordane,ng/L,<,1
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,gamma Chlordane,ng/L,<,1
L05-503-1,45468.388888888891,Total,3088,NA,gamma Chlordane,ng/L,<,1
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,gamma Chlordane,ng/L,<,1
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,gamma Chlordane,ng/L,<,1
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,gamma Chlordane,ng/L,<,1
M02-032-1,45469.44027777778,Total,3122,NA,gamma Chlordane,ng/L,<,1
SC1-2,45469.40347222222,Total,9238,NA,gamma Chlordane,ng/L,<,1
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,gamma Chlordane,ng/L,<,1
M02-085-2,45469.445138888892,Total,2401,NA,gamma Chlordane,ng/L,<,1
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,gamma Chlordane,ng/L,<,1
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,gamma Chlordane,ng/L,<,1
L04-672-1,45496.382638888892,Total,3334,NA,gamma Chlordane,ng/L,<,1
L04-266-5,45496.334722222222,Total,2634,NA,gamma Chlordane,ng/L,<,1
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,gamma Chlordane,ng/L,<,1
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,gamma Chlordane,ng/L,<,1
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,gamma Chlordane,ng/L,<,1
L03-418-8,45503.387499999997,Total,2938.26,NA,gamma Chlordane,ng/L,<,1
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,gamma Chlordane,ng/L,<,1
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,gamma Chlordane,ng/L,<,1
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,gamma Chlordane,ng/L,<,1
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,gamma Chlordane,ng/L,<,1
L01-404-1,45503.368750000001,Total,1918,NA,gamma Chlordane,ng/L,<,1
L01-340-1,45503.408333333333,Total,1665,NA,gamma Chlordane,ng/L,<,1
L05-489-3,45503.418055555558,Total,3334,NA,gamma Chlordane,ng/L,<,1
L05-049-1,45503.418055555558,Total,3848,NA,gamma Chlordane,ng/L,<,1
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,gamma Chlordane,ng/L,<,1
J01-9082-2,45504.386805555558,Total,1270,NA,gamma Chlordane,ng/L,<,1
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,gamma Chlordane,ng/L,<,1
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,gamma Chlordane,ng/L,<,1
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,gamma Chlordane,ng/L,<,1
J01-9131-1 (J01P28),45510.375,Total,2381,NA,gamma Chlordane,ng/L,<,1
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,gamma Chlordane,ng/L,<,1
L01-726-5,45510.375,Total,5625,NA,gamma Chlordane,ng/L,<,1
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,gamma Chlordane,ng/L,<,1
K01-12159-3,45510.425000000003,Total,-99,NA,gamma Chlordane,ng/L,<,1
K01-12159-2,45510.451388888891,Total,7455,NA,gamma Chlordane,ng/L,<,1
I01-11010-1,45512.409722222219,Total,8356,NA,gamma Chlordane,ng/L,<,1
I00-11437-1,45512.37777777778,Total,10154,NA,gamma Chlordane,ng/L,<,1
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,gamma Chlordane,ng/L,<,1
L02-641-1,45517.372916666667,Total,1339,NA,gamma Chlordane,ng/L,<,1
L02-641-2,45517.369444444441,Total,1569,NA,gamma Chlordane,ng/L,<,1
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,gamma Chlordane,ng/L,<,1
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,gamma Chlordane,ng/L,<,1
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,gamma Chlordane,ng/L,<,1
M02-032-1,45518.456944444442,Total,2404,NA,gamma Chlordane,ng/L,<,1
SC1-2,45518.386111111111,Total,6253,NA,gamma Chlordane,ng/L,<,1
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,gamma Chlordane,ng/L,<,1
M02-085-2,45518.413194444445,Total,2126,NA,gamma Chlordane,ng/L,<,1
L05-503-1,45519.39166666667,Total,2350,NA,gamma Chlordane,ng/L,<,1
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,gamma Chlordane,ng/L,<,1
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,gamma Chlordane,ng/L,<,1
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,gamma Chlordane,ng/L,<,1
L04-672-1,45427.383333333331,Total,3943,NA,Hardness,NA,NA,1470
L04-266-5,45427.343055555553,Total,3408,NA,Hardness,NA,NA,1280
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Hardness,NA,NA,717
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Hardness,NA,NA,612
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Hardness,NA,NA,895
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Hardness,NA,NA,2180
L01-404-1,45433.34375,Total,1915,NA,Hardness,NA,NA,463
L01-340-1,45433.381944444445,Total,1636,NA,Hardness,NA,NA,450
L05-489-3,45433.376388888886,Total,3415,NA,Hardness,NA,NA,1050
L05-049-1,45433.417361111111,Total,3825,NA,Hardness,NA,NA,1300
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Hardness,NA,NA,995
L03-418-8,45434.432638888888,Total,2875,NA,Hardness,NA,NA,952
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Hardness,NA,NA,747
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Hardness,NA,NA,2590
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Hardness,NA,NA,1130
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Hardness,NA,NA,660
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Hardness,NA,NA,1610
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Hardness,NA,NA,1130
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Hardness,NA,NA,803
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Hardness,NA,NA,690
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Hardness,NA,NA,1070
J01-9082-2,45441.487500000003,Total,1287.87,NA,Hardness,NA,NA,460
L01-726-5,45455.361111111109,Total,3953,NA,Hardness,NA,NA,1120
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Hardness,NA,NA,513
K01-12159-2,45455.37222222222,Total,5213,NA,Hardness,NA,NA,1280
K01-12159-3,45455.365277777775,Total,4828,NA,Hardness,NA,NA,1040
I01-11010-1,45461.415972222225,Total,7938,NA,Hardness,NA,NA,2130
I00-11437-1,45461.372916666667,Total,9394,NA,Hardness,NA,NA,3030
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Hardness,NA,NA,489
L02-641-1,45462.348611111112,Total,1216,NA,Hardness,NA,NA,336
L02-641-2,45462.361111111109,Total,1288,NA,Hardness,NA,NA,350
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Hardness,NA,NA,942
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Hardness,NA,NA,556
L05-503-1,45468.388888888891,Total,3088,NA,Hardness,NA,NA,1220
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Hardness,NA,NA,964
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Hardness,NA,NA,1190
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Hardness,NA,NA,1560
M02-032-1,45469.44027777778,Total,3122,NA,Hardness,NA,NA,930
SC1-2,45469.40347222222,Total,9238,NA,Hardness,NA,NA,2690
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Hardness,NA,NA,2790
M02-085-2,45469.445138888892,Total,2401,NA,Hardness,NA,NA,707
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Hardness,NA,NA,1590
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Hardness,NA,NA,733
L04-672-1,45496.382638888892,Total,3334,NA,Hardness,NA,NA,1590
L04-266-5,45496.334722222222,Total,2634,NA,Hardness,NA,NA,1220
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Hardness,NA,NA,569
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Hardness,NA,NA,1310
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Hardness,NA,NA,2050
L03-418-8,45503.387499999997,Total,2938.26,NA,Hardness,NA,NA,945
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Hardness,NA,NA,1200
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Hardness,NA,NA,2140
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Hardness,NA,NA,1070
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Hardness,NA,NA,599
L01-404-1,45503.368750000001,Total,1918,NA,Hardness,NA,NA,447
L01-340-1,45503.408333333333,Total,1665,NA,Hardness,NA,NA,425
L05-489-3,45503.418055555558,Total,3334,NA,Hardness,NA,NA,764
L05-049-1,45503.418055555558,Total,3848,NA,Hardness,NA,NA,1140
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Hardness,NA,NA,765
J01-9082-2,45504.386805555558,Total,1270,NA,Hardness,NA,NA,349
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Hardness,NA,NA,690
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Hardness,NA,NA,1040
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Hardness,NA,NA,1290
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Hardness,NA,NA,651
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Hardness,NA,NA,785
L01-726-5,45510.375,Total,5625,NA,Hardness,NA,NA,1110
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Hardness,NA,NA,473
K01-12159-3,45510.425000000003,Total,-99,NA,Hardness,NA,NA,1070
K01-12159-2,45510.451388888891,Total,7455,NA,Hardness,NA,NA,1330
I01-11010-1,45512.409722222219,Total,8356,NA,Hardness,NA,NA,2390
I00-11437-1,45512.37777777778,Total,10154,NA,Hardness,NA,NA,3310
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Hardness,NA,NA,507
L02-641-1,45517.372916666667,Total,1339,NA,Hardness,NA,NA,361
L02-641-2,45517.369444444441,Total,1569,NA,Hardness,NA,NA,410
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Hardness,NA,NA,738
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Hardness,NA,NA,616
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Hardness,NA,NA,1820
M02-032-1,45518.456944444442,Total,2404,NA,Hardness,NA,NA,848
SC1-2,45518.386111111111,Total,6253,NA,Hardness,NA,NA,2350
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Hardness,NA,NA,2790
M02-085-2,45518.413194444445,Total,2126,NA,Hardness,NA,NA,579
L05-503-1,45519.39166666667,Total,2350,NA,Hardness,NA,NA,753
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Hardness,NA,NA,471
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Hardness,NA,NA,1490
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Hardness,NA,NA,1570
L04-672-1,45427.383333333331,Total,3943,NA,Heptachlor,ng/L,<,2.5
L04-266-5,45427.343055555553,Total,3408,NA,Heptachlor,ng/L,<,2.5
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Heptachlor,ng/L,<,2.5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Heptachlor,ng/L,<,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Heptachlor,ng/L,<,2.5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Heptachlor,ng/L,<,2.5
L01-404-1,45433.34375,Total,1915,NA,Heptachlor,ng/L,<,2.5
L01-340-1,45433.381944444445,Total,1636,NA,Heptachlor,ng/L,<,2.5
L05-489-3,45433.376388888886,Total,3415,NA,Heptachlor,ng/L,<,2.5
L05-049-1,45433.417361111111,Total,3825,NA,Heptachlor,ng/L,<,2.5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Heptachlor,ng/L,<,2.5
L03-418-8,45434.432638888888,Total,2875,NA,Heptachlor,ng/L,<,2.5
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Heptachlor,ng/L,<,2.5
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Heptachlor,ng/L,<,2.5
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Heptachlor,ng/L,<,2.5
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Heptachlor,ng/L,<,2.5
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Heptachlor,ng/L,<,2.5
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Heptachlor,ng/L,<,2.5
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Heptachlor,ng/L,<,2.5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Heptachlor,ng/L,<,2.5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Heptachlor,ng/L,<,2.5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Heptachlor,ng/L,<,2.5
L01-726-5,45455.361111111109,Total,3953,NA,Heptachlor,ng/L,<,2.5
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Heptachlor,ng/L,<,2.5
K01-12159-2,45455.37222222222,Total,5213,NA,Heptachlor,ng/L,<,2.5
K01-12159-3,45455.365277777775,Total,4828,NA,Heptachlor,ng/L,<,2.5
I01-11010-1,45461.415972222225,Total,7938,NA,Heptachlor,ng/L,<,2.5
I00-11437-1,45461.372916666667,Total,9394,NA,Heptachlor,ng/L,<,2.5
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Heptachlor,ng/L,<,2.5
L02-641-1,45462.348611111112,Total,1216,NA,Heptachlor,ng/L,<,2.5
L02-641-2,45462.361111111109,Total,1288,NA,Heptachlor,ng/L,<,2.5
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Heptachlor,ng/L,<,2.5
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Heptachlor,ng/L,<,2.5
L05-503-1,45468.388888888891,Total,3088,NA,Heptachlor,ng/L,<,2.5
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Heptachlor,ng/L,<,2.5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Heptachlor,ng/L,<,2.5
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Heptachlor,ng/L,<,2.5
M02-032-1,45469.44027777778,Total,3122,NA,Heptachlor,ng/L,<,2.5
SC1-2,45469.40347222222,Total,9238,NA,Heptachlor,ng/L,<,2.5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Heptachlor,ng/L,<,2.5
M02-085-2,45469.445138888892,Total,2401,NA,Heptachlor,ng/L,<,2.5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Heptachlor,ng/L,<,2.5
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Heptachlor,ng/L,<,2.5
L04-672-1,45496.382638888892,Total,3334,NA,Heptachlor,ng/L,<,2.5
L04-266-5,45496.334722222222,Total,2634,NA,Heptachlor,ng/L,<,2.5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Heptachlor,ng/L,<,2.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Heptachlor,ng/L,<,2.5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Heptachlor,ng/L,<,2.5
L03-418-8,45503.387499999997,Total,2938.26,NA,Heptachlor,ng/L,<,2.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Heptachlor,ng/L,<,2.5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Heptachlor,ng/L,<,2.5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Heptachlor,ng/L,<,2.5
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Heptachlor,ng/L,<,2.5
L01-404-1,45503.368750000001,Total,1918,NA,Heptachlor,ng/L,<,2.5
L01-340-1,45503.408333333333,Total,1665,NA,Heptachlor,ng/L,<,2.5
L05-489-3,45503.418055555558,Total,3334,NA,Heptachlor,ng/L,<,2.5
L05-049-1,45503.418055555558,Total,3848,NA,Heptachlor,ng/L,<,2.5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Heptachlor,ng/L,<,2.5
J01-9082-2,45504.386805555558,Total,1270,NA,Heptachlor,ng/L,<,2.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Heptachlor,ng/L,<,2.5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Heptachlor,ng/L,<,2.5
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Heptachlor,ng/L,<,2.5
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Heptachlor,ng/L,<,2.5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Heptachlor,ng/L,<,2.5
L01-726-5,45510.375,Total,5625,NA,Heptachlor,ng/L,<,2.5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Heptachlor,ng/L,<,2.5
K01-12159-3,45510.425000000003,Total,-99,NA,Heptachlor,ng/L,<,2.5
K01-12159-2,45510.451388888891,Total,7455,NA,Heptachlor,ng/L,<,2.5
I01-11010-1,45512.409722222219,Total,8356,NA,Heptachlor,ng/L,<,2.5
I00-11437-1,45512.37777777778,Total,10154,NA,Heptachlor,ng/L,<,2.5
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Heptachlor,ng/L,<,2.5
L02-641-1,45517.372916666667,Total,1339,NA,Heptachlor,ng/L,<,2.5
L02-641-2,45517.369444444441,Total,1569,NA,Heptachlor,ng/L,<,2.5
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Heptachlor,ng/L,<,2.5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Heptachlor,ng/L,<,2.5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Heptachlor,ng/L,<,2.5
M02-032-1,45518.456944444442,Total,2404,NA,Heptachlor,ng/L,<,2.5
SC1-2,45518.386111111111,Total,6253,NA,Heptachlor,ng/L,<,2.5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Heptachlor,ng/L,<,2.5
M02-085-2,45518.413194444445,Total,2126,NA,Heptachlor,ng/L,<,2.5
L05-503-1,45519.39166666667,Total,2350,NA,Heptachlor,ng/L,<,2.5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Heptachlor,ng/L,<,2.5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Heptachlor,ng/L,<,2.5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Heptachlor,ng/L,<,2.5
L04-672-1,45427.383333333331,Total,3943,NA,Heptachlor epoxide,ng/L,<,2.5
L04-266-5,45427.343055555553,Total,3408,NA,Heptachlor epoxide,ng/L,<,2.5
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Heptachlor epoxide,ng/L,<,2.5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Heptachlor epoxide,ng/L,<,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Heptachlor epoxide,ng/L,<,2.5
