Facility Identifier,AVGDISCHARGE,Jurisdiction,Qcalcs,QInscfs,AVGQadj,Q4calcs,QInscf,Qcont4calc2024,Qcont4calcPrior,Qcf2024,Qcfp,Qboth,Q4calcsall,JURISDICTI3,PERCENTAGE,area_acres,Acres,DischargePCF2,DischargePCF3,avgCnx,Persistent.Flow,MonitoringYear,rain_gage,dry_days,Qadj_Qall
L01-618-5 (L01S09),0.170796,SAN JUAN CAPISTRANO,NA,0.059800000000000006,0.11784924,0.059800000000000006,5166.720000000001,NA,NA,NA,NA,NA,5166.720000000001,SAN JUAN CAPISTRANO,100,393.00595298,393.0065817,5166.720000000001,5166.720000000001,1,Yes,MY2023-24,PALISADES,291,1503515.5200000003
L01-724-1 (L01S01),0.093815,SAN JUAN CAPISTRANO,NA,0.023,0.06473235,0.023,1987.1999999999998,NA,0.04072199895845022,NA,3518.380710010099,NA,3518.380710010099,DANA POINT,36.30009378,283.40904032,102.8862548,1277.1754972710958,1277.1754972710958,0.5,Yes,MY2023-24,DANAPOINT,302,192853.50008793545
L01-724-1 (L01S01),0.093815,SAN JUAN CAPISTRANO,NA,0.023,0.06473235,0.023,1987.1999999999998,NA,0.04072199895845022,NA,3518.380710010099,NA,3518.380710010099,LAGUNA NIGUEL,25.77911591,283.40904032,73.06163303,907.0074413885844,907.0074413885844,0.5,Yes,MY2023-24,DANAPOINT,302,136958.12364967624
L01-724-1 (L01S01),0.093815,SAN JUAN CAPISTRANO,NA,0.023,0.06473235,0.023,1987.1999999999998,NA,0.04072199895845022,NA,3518.380710010099,NA,3518.380710010099,SAN JUAN CAPISTRANO,37.92078556,283.40904032,107.4711064,1334.197604227335,1334.197604227335,0.5,Yes,MY2023-24,DANAPOINT,302,201463.8382383276
L01-724-4 (L01P03),0.16548,SAN JUAN CAPISTRANO,NA,0.0655,0.11418119999999998,0.0655,5659.200000000001,NA,NA,NA,NA,NA,5659.200000000001,LAGUNA NIGUEL,29.00896475,349.72191376,101.4524952,1641.6753331320003,1641.6753331320003,1,Yes,MY2023-24,PALISADES,291,477727.5219414121
L01-724-4 (L01P03),0.16548,SAN JUAN CAPISTRANO,NA,0.0655,0.11418119999999998,0.0655,5659.200000000001,NA,NA,NA,NA,NA,5659.200000000001,SAN JUAN CAPISTRANO,70.99103534,349.72191376,248.2716046,4017.5246719612805,4017.5246719612805,1,Yes,MY2023-24,PALISADES,291,1169099.6795407326
L01-726-5,0.035118,DANA POINT,NA,0.013,0.02423142,0.013,1123.1999999999998,NA,NA,NA,NA,NA,1123.1999999999998,DANA POINT,93.73312978,68.90709888,64.59412153,1052.8105136889599,1052.8105136889599,1,Yes,MY2023-24,DANAPOINT,302,317948.7751340659
L01-726-5,0.035118,DANA POINT,NA,0.013,0.02423142,0.013,1123.1999999999998,NA,NA,NA,NA,NA,1123.1999999999998,SAN JUAN CAPISTRANO,6.26686923,68.90709888,4.318324685,70.38947519135999,70.38947519135999,1,Yes,MY2023-24,DANAPOINT,302,21257.621507790718
L01-727-1 (L01S04),0.129248,DANA POINT,NA,0,0.08918111999999999,0,0,NA,0.04569022588628972,NA,3947.6355165754326,NA,3947.6355165754326,DANA POINT,92.73717517,458.4026999,425.1448688,3660.9256640796934,3660.9256640796934,0,Unknown,MY2023-24,DANAPOINT,302,0
L01-727-1 (L01S04),0.129248,DANA POINT,NA,0,0.08918111999999999,0,0,NA,0.04569022588628972,NA,3947.6355165754326,NA,3947.6355165754326,LAGUNA NIGUEL,7.26282481,458.4026999,33.29357196,286.7098517062122,286.7098517062122,0,Unknown,MY2023-24,DANAPOINT,302,0
L01-728-2,0.001976,DANA POINT,NA,3.1532999999999995e-4,0.0013634399999999998,3.1532999999999995e-4,27.244511999999997,NA,NA,NA,NA,NA,27.244511999999997,DANA POINT,100.000001,95.97299313,95.98093044,27.244512272445117,27.244512272445117,0.5,Yes,MY2023-24,DANAPOINT,302,4113.921353139212
L01-728-3 (L01S02),0.415035,DANA POINT,NA,0.200065155,0.28637415,0.200065155,17285.629392,NA,0.032533325527171295,NA,2810.8793255476,NA,2810.8793255476,DANA POINT,8.724176507,1014.01862168,88.47208988,245.22607375954374,245.22607375954374,1,Yes,MY2023-24,DANAPOINT,302,74058.27427538221
L01-728-3 (L01S02),0.415035,DANA POINT,NA,0.200065155,0.28637415,0.200065155,17285.629392,NA,0.032533325527171295,NA,2810.8793255476,NA,2810.8793255476,SAN CLEMENTE,0.203472958,1014.01862168,2.063264316,5.719379309502151,5.719379309502151,1,Yes,MY2023-24,DANAPOINT,302,1727.2525514696497
L01-728-3 (L01S02),0.415035,DANA POINT,NA,0.200065155,0.28637415,0.200065155,17285.629392,NA,0.032533325527171295,NA,2810.8793255476,NA,2810.8793255476,SAN JUAN CAPISTRANO,91.07235047,1014.01862168,923.4920703,2559.9338706514823,2559.9338706514823,1,Yes,MY2023-24,DANAPOINT,302,773100.0289367477
L01-728-4,0.007,DANA POINT,NA,NA,0.00483,0.00483,417.312,NA,NA,NA,NA,NA,417.312,DANA POINT,100,79.2189438,79.22549473,417.31200000000007,417.31200000000007,0.77,Unknown,MY2023-24,DANAPOINT,302,97041.73248
L01-728-5 (L01-DP),0.016801,DANA POINT,NA,0.0040964999999999994,0.01159269,0.0040964999999999994,353.9375999999999,NA,NA,NA,NA,NA,353.9375999999999,DANA POINT,100,24.72372499,24.72576949,353.9376,353.9376,0,Yes,MY2023-24,DANAPOINT,302,0
L01-730-1,0.023405,RANCHO SANTA MARGARITA,NA,NA,0.01614945,0.01614945,1395.31248,NA,NA,NA,NA,NA,1395.31248,ORANGE CO,12.81955962,32.58238943,7.098935326,178.87291525890058,178.87291525890058,0.77,Yes,MY2023-24,TRABUCO,279,38427.26838506961
L01-730-1,0.023405,RANCHO SANTA MARGARITA,NA,NA,0.01614945,0.01614945,1395.31248,NA,NA,NA,NA,NA,1395.31248,RANCHO SANTA MARGARITA,87.18044032,32.58238943,28.4054943,1216.4395639039121,1216.4395639039121,0.77,Yes,MY2023-24,TRABUCO,279,261327.71151347746
L01-731-1 (L08TBN2),0.314453,RANCHO SANTA MARGARITA,NA,0.007,0.21697256999999998,0.007,604.8,NA,NA,NA,NA,NA,604.8,ORANGE CO,5.866443295,1093.30467632,109.0067185,35.48024904816,35.48024904816,0.77,Yes,MY2023-24,TRABUCO,279,7622.221903016212
L01-731-1 (L08TBN2),0.314453,RANCHO SANTA MARGARITA,NA,0.007,0.21697256999999998,0.007,604.8,NA,NA,NA,NA,NA,604.8,RANCHO SANTA MARGARITA,94.13355663,1093.30467632,1029.167436,569.31975049824,569.31975049824,0.77,Yes,MY2023-24,TRABUCO,279,122306.9619995369
L01-733-2,0.113928,ORANGE CO,NA,NA,0.07861032,0.07861032,6791.931648000001,NA,NA,NA,NA,NA,6791.931648000001,ORANGE CO,99.1163795,120.42916661,202.8683486,6731.916747612285,6731.916747612285,0.635,Yes,MY2023-24,TRABUCO,279,1192660.0305907305
L01-733-2,0.113928,ORANGE CO,NA,NA,0.07861032,0.07861032,6791.931648000001,NA,NA,NA,NA,NA,6791.931648000001,RANCHO SANTA MARGARITA,0.883620502,120.42916661,1.064137696,60.01490052355448,60.01490052355448,0.635,Yes,MY2023-24,TRABUCO,279,10632.53985125553
L01-733-7,0.05989,ORANGE CO,NA,0.027391275,0.041324099999999996,0.027391275,2366.6061600000003,NA,NA,NA,NA,NA,2366.6061600000003,ORANGE CO,99.76026998,196.75225252,196.2797929,2360.932694579311,2360.932694579311,1,Yes,MY2023-24,TRABUCO,279,658700.2217876278
L01-733-7,0.05989,ORANGE CO,NA,0.027391275,0.041324099999999996,0.027391275,2366.6061600000003,NA,NA,NA,NA,NA,2366.6061600000003,RANCHO SANTA MARGARITA,0.239730015,196.75225252,0.471672318,5.673465302358925,5.673465302358925,1,Yes,MY2023-24,TRABUCO,279,1582.89681935814
L01-747-1,0.045,SAN JUAN CAPISTRANO,NA,NA,0.031049999999999998,0.031049999999999998,2682.72,NA,NA,NA,NA,NA,2682.72,SAN JUAN CAPISTRANO,100,132.61552692,132.6157391,2682.72,2682.72,0.77,Unknown,MY2023-24,PALISADES,291,601117.0704
L01-747-2,0.025477,SAN JUAN CAPISTRANO,NA,0.0035286599999999994,0.01757913,0.0035286599999999994,304.8762239999999,NA,0.008449599617608104,NA,730.0454069613402,NA,730.0454069613402,ORANGE CO,17.94560662,240.61672041,73.38733717,131.0110768806602,131.0110768806602,0.885,Unknown,MY2023-24,PALISADES,291,33739.93768446083
L01-747-2,0.025477,SAN JUAN CAPISTRANO,NA,0.0035286599999999994,0.01757913,0.0035286599999999994,304.8762239999999,NA,0.008449599617608104,NA,730.0454069613402,NA,730.0454069613402,SAN JUAN CAPISTRANO,82.05439338,240.61672041,197.4369061,599.03433008068,599.03433008068,0.885,Unknown,MY2023-24,PALISADES,291,154272.30619732794
L01-749-2d,0.081752,SAN JUAN CAPISTRANO,NA,NA,0.05640888,0.05640888,4873.727232,NA,NA,NA,NA,NA,4873.727232,SAN JUAN CAPISTRANO,100,41.93015449,41.92998749,4873.727232,4873.727232,0.885,Yes,MY2023-24,PALISADES,291,1255155.3426931202
L01-749-5,0.008383,SAN JUAN CAPISTRANO,NA,NA,0.005784269999999999,0.005784269999999999,499.760928,NA,NA,NA,NA,NA,499.760928,ORANGE CO,17.54633336,184.84134833,32.43274957,87.68971842990958,87.68971842990958,0.885,Unknown,MY2023-24,PALISADES,291,22583.171635846764
L01-749-5,0.008383,SAN JUAN CAPISTRANO,NA,NA,0.005784269999999999,0.005784269999999999,499.760928,NA,NA,NA,NA,NA,499.760928,SAN JUAN CAPISTRANO,82.45366664,184.84134833,152.4078601,412.07120957009033,412.07120957009033,0.885,Unknown,MY2023-24,PALISADES,291,106122.75895663322
L01-760-1,0.019838,ORANGE CO,NA,0.007,0.01368822,0.007,604.8,NA,0.019652279458333335,NA,1697.9569452,NA,1697.9569452,ORANGE CO,100,33.51045004,56.95310989,1697.9569452000003,1697.9569452000003,0.77,Yes,MY2023-24,TRABUCO,279,364772.0905373161
L01-760-2,0.075477,ORANGE CO,NA,0.023,0.052079129999999994,0.023,1987.1999999999998,NA,0.022335069444444446,NA,1929.75,NA,1929.75,ORANGE CO,100,32.57431395,55.36208794,1929.75,1929.75,0.77,Yes,MY2023-24,TRABUCO,279,414568.1925
L01-766-2 (L01S06),0.186044,SAN JUAN CAPISTRANO,NA,0.21340182,0.12837036,0.21340182,18437.917247999998,NA,0.07058019413541666,NA,6098.128773299999,NA,6098.128773299999,SAN JUAN CAPISTRANO,99.99999998,245.40622496,245.4066175,6098.128772080373,6098.128772080373,1,Unknown,MY2023-24,PALISADES,291,1774555.4726753884
L01-766-3,0.04353,SAN JUAN CAPISTRANO,NA,0.14042121,0.0300357,0.14042121,12132.392543999998,NA,NA,NA,NA,NA,12132.392543999998,SAN JUAN CAPISTRANO,100,369.98019559,369.9807874,12132.392543999997,12132.392543999997,0.5,Yes,MY2023-24,PALISADES,291,1765263.1151519995
L01-766-4,0.012121,SAN JUAN CAPISTRANO,NA,0.06435215999999999,0.00836349,0.06435215999999999,5560.026623999999,NA,NA,NA,NA,NA,5560.026623999999,SAN JUAN CAPISTRANO,100,25.87303207,25.87307346,5560.026623999999,5560.026623999999,1,Unknown,MY2023-24,PALISADES,291,1617967.7475839998
L01-766-7,8.05e-4,SAN JUAN CAPISTRANO,NA,1.8146999999999998e-4,5.5545e-4,1.8146999999999998e-4,15.679008,NA,NA,NA,NA,NA,15.679008,SAN JUAN CAPISTRANO,100,56.73310957,56.73320033,15.679008,15.679008,0.5,Unknown,MY2023-24,PALISADES,291,2281.2956639999998
L01-766-9,0.173904,SAN JUAN CAPISTRANO,NA,NA,0.11999375999999999,0.11999375999999999,10367.460863999999,NA,NA,NA,NA,NA,10367.460863999999,SAN JUAN CAPISTRANO,100,395.97898673,395.9774041,10367.460863999999,10367.460863999999,0.635,Yes,MY2023-24,PALISADES,291,1915751.2557542396
L02-166-1 (L02PXX),0.041916,RANCHO SANTA MARGARITA,NA,NA,0.02892204,0.02892204,2498.864256,NA,NA,NA,NA,NA,2498.864256,MISSION VIEJO,5.462000754,77.28378749,4.221264692,136.4879845041565,136.4879845041565,0.77,Unknown,MY2023-24,TRABUCO,279,29321.71371102794
L02-166-1 (L02PXX),0.041916,RANCHO SANTA MARGARITA,NA,NA,0.02892204,0.02892204,2498.864256,NA,NA,NA,NA,NA,2498.864256,RANCHO SANTA MARGARITA,94.53799939,77.28378749,73.06260757,2362.376275094208,2362.376275094208,0.77,Unknown,MY2023-24,TRABUCO,279,507509.2951784887
L02-166-2 (L02P25),0.235352,RANCHO SANTA MARGARITA,NA,0.116865,0.16239288,0.116865,10097.136,0.038,NA,3283.2,NA,NA,3283.2,MISSION VIEJO,33.47599172,363.95293383,121.8375362,1099.08376015104,1099.08376015104,0.8275,Yes,MY2023-24,TRABUCO,279,253748.21541547097
L02-166-2 (L02P25),0.235352,RANCHO SANTA MARGARITA,NA,0.116865,0.16239288,0.116865,10097.136,0.038,NA,3283.2,NA,NA,3283.2,RANCHO SANTA MARGARITA,66.5240082,363.95293383,242.1162818,2184.1162372224,2184.1162372224,0.8275,Yes,MY2023-24,TRABUCO,279,504252.3759781285
L02-166-3 (L02P26),0.16714,RANCHO SANTA MARGARITA,NA,0.0335,0.1153266,0.0335,2894.4,NA,0.04134722222222222,NA,3572.3999999999996,NA,3572.3999999999996,ORANGE CO,0.561546905,494.68519995,4.721197169,20.06070163422,20.06070163422,0.77,Yes,MY2023-24,TRABUCO,279,4309.640532079483
L02-166-3 (L02P26),0.16714,RANCHO SANTA MARGARITA,NA,0.0335,0.1153266,0.0335,2894.4,NA,0.04134722222222222,NA,3572.3999999999996,NA,3572.3999999999996,RANCHO SANTA MARGARITA,99.43845321,494.68519995,491.9077219,3552.33930247404,3552.33930247404,0.77,Yes,MY2023-24,TRABUCO,279,763149.052350498
L02-198-1 (L02P29),0.008785,RANCHO SANTA MARGARITA,NA,0.001911145,0.006061649999999999,0.001911145,165.122928,NA,NA,NA,NA,NA,165.122928,RANCHO SANTA MARGARITA,100,37.76751123,37.76735963,165.122928,165.122928,0.385,Yes,MY2023-24,TRABUCO,279,17736.679311120002
L02-204-1 (L02P45),0.021667,RANCHO SANTA MARGARITA,NA,0.005,0.014950229999999998,0.005,432,NA,NA,NA,NA,NA,432,RANCHO SANTA MARGARITA,100,53.98208335,53.98212843,432,432,0.77,Unknown,MY2023-24,TRABUCO,279,92806.56000000001
L02-246-1 (L11P01),0.052218,RANCHO SANTA MARGARITA,NA,0.024292175,0.03603042,0.024292175,2098.84392,NA,0.027,NA,2332.7999999999997,NA,2332.7999999999997,RANCHO SANTA MARGARITA,100,228.03010278,228.0302932,2332.7999999999997,2332.7999999999997,1,Yes,MY2023-24,TRABUCO,279,650851.2
L02-344-2,0.408144,ORANGE CO,NA,NA,0.28161936,0.28161936,24331.912704000002,NA,NA,NA,NA,NA,24331.912704000002,ORANGE CO,99.3789939,178.31842904,177.2103476,24180.81004186149,24180.81004186149,0.885,Yes,MY2023-24,ELTORO,294,6291604.9647919405
L02-344-2,0.408144,ORANGE CO,NA,NA,0.28161936,0.28161936,24331.912704000002,NA,NA,NA,NA,NA,24331.912704000002,RANCHO SANTA MARGARITA,0.621006102,178.31842904,1.107363869,151.10266262515322,151.10266262515322,0.885,Yes,MY2023-24,ELTORO,294,39315.40178843861
L02-359-1 (L02P43),0.010162,ORANGE CO,NA,NA,0.007011779999999999,0.007011779999999999,605.8177919999999,NA,NA,NA,NA,NA,605.8177919999999,MISSION VIEJO,99.12347837,92.45754976,91.64765252,600.5076680147315,600.5076680147315,0.77,Yes,MY2023-24,SULPHURCREEK,287,132706.1895545755
L02-359-1 (L02P43),0.010162,ORANGE CO,NA,NA,0.007011779999999999,0.007011779999999999,605.8177919999999,NA,NA,NA,NA,NA,605.8177919999999,ORANGE CO,0.876521628,92.45754976,1.377343297,5.310123973152054,5.310123973152054,0.77,Yes,MY2023-24,SULPHURCREEK,287,1173.4842968268724
L02-366-1 (MVL02P14),0.039306,MISSION VIEJO,NA,NA,0.02712114,0.02712114,2343.266496,NA,NA,NA,NA,NA,2343.266496,MISSION VIEJO,99.95135595,198.82243813,198.7268356,2342.1266362740525,2342.1266362740525,0.77,Yes,MY2023-24,SULPHURCREEK,287,517586.5653502029
L02-366-1 (MVL02P14),0.039306,MISSION VIEJO,NA,NA,0.02712114,0.02712114,2343.266496,NA,NA,NA,NA,NA,2343.266496,ORANGE CO,0.048644105,198.82243813,0.164373876,1.1398610147440609,1.1398610147440609,0.77,Yes,MY2023-24,SULPHURCREEK,287,251.89788564829001
L02-374-1 (L02P50),0.240898,ORANGE CO,NA,0.42105,0.16621961999999998,0.42105,36378.72,NA,NA,NA,NA,NA,36378.72,ORANGE CO,100,456.48197184000003,775.8197182,36378.72,36378.72,0.635,Yes,MY2023-24,SULPHURCREEK,287,6629839.826400001
L02-396-1,0.023463,MISSION VIEJO,NA,0.011828669999999998,0.01618947,0.011828669999999998,1021.9970879999998,NA,NA,NA,NA,NA,1021.9970879999998,MISSION VIEJO,99.27784457,193.73528575,192.3372929,1014.616680534566,1014.616680534566,1,Yes,MY2023-24,SULPHURCREEK,287,291194.98731342045
L02-396-1,0.023463,MISSION VIEJO,NA,0.011828669999999998,0.01618947,0.011828669999999998,1021.9970879999998,NA,NA,NA,NA,NA,1021.9970879999998,ORANGE CO,0.722154616,193.73528575,2.377804269,7.380399146377581,7.380399146377581,1,Yes,MY2023-24,SULPHURCREEK,287,2118.1745550103656
L02-401-2 (COL02P55),NA,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,116.86311828,198.6161932,NA,241.72677084601406,0.77,Yes,MY2023-24,SULPHURCREEK,287,53419.19908926065
L02-502-1,0.025518,SAN JUAN CAPISTRANO,NA,0.01666626,0.01760742,0.01666626,1439.964864,NA,NA,NA,NA,NA,1439.964864,MISSION VIEJO,2.076270077,371.7262534,7.718084185,29.897559590545747,29.897559590545747,0.77,Yes,MY2023-24,SULPHURCREEK,287,6607.061693914705
L02-502-1,0.025518,SAN JUAN CAPISTRANO,NA,0.01666626,0.01760742,0.01666626,1439.964864,NA,NA,NA,NA,NA,1439.964864,ORANGE CO,25.20341608,371.7262534,159.2281417,362.9203360797261,362.9203360797261,0.77,Yes,MY2023-24,SULPHURCREEK,287,80201.76507025867
L02-502-1,0.025518,SAN JUAN CAPISTRANO,NA,0.01666626,0.01760742,0.01666626,1439.964864,NA,NA,NA,NA,NA,1439.964864,SAN JUAN CAPISTRANO,72.7203139,371.7262534,270.3209308,1047.146969150508,1047.146969150508,0.77,Yes,MY2023-24,SULPHURCREEK,287,231409.0087125708
L02-502-6,NA,SAN JUAN CAPISTRANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN JUAN CAPISTRANO,100,39.57525956,39.57532287,NA,451.939084962219,0.77,Unknown,MY2023-24,SULPHURCREEK,287,99874.01838580078
L02-541-6,0.002973,SAN JUAN CAPISTRANO,NA,0.004484999999999999,0.00205137,0.004484999999999999,387.5039999999999,NA,NA,NA,NA,NA,387.5039999999999,SAN JUAN CAPISTRANO,100,17.62492719,17.62495538,387.50399999999996,387.50399999999996,1,Unknown,MY2023-24,PALISADES,291,112763.66399999999
L02-541-9 (L02P02),0.048641,SAN JUAN CAPISTRANO,NA,NA,0.033562289999999995,0.033562289999999995,2899.7818559999996,NA,NA,NA,NA,NA,2899.7818559999996,SAN JUAN CAPISTRANO,100,222.36515452,222.3655102,2899.7818559999996,2899.7818559999996,0.5,Yes,MY2023-24,PALISADES,291,421918.26004799997
L02-571-3,0.007712,SAN JUAN CAPISTRANO,NA,0.024930734999999996,0.005321279999999999,0.024930734999999996,2154.015504,NA,NA,NA,NA,NA,2154.015504,SAN JUAN CAPISTRANO,100,7.43114254,7.431154425,2154.015504,2154.015504,0.75,Yes,MY2023-24,PALISADES,291,470113.88374799996
L02-571-5 (L02TBN2),0.053191,SAN JUAN CAPISTRANO,NA,0.44042561999999996,0.03670179,0.44042561999999996,38052.773568,NA,NA,NA,NA,NA,38052.773568,LAGUNA NIGUEL,25.81138094,220.78861654,56.98959558,9821.946343872109,9821.946343872109,0.5,Yes,MY2023-24,PALISADES,291,1429093.1930333918
L02-571-5 (L02TBN2),0.053191,SAN JUAN CAPISTRANO,NA,0.44042561999999996,0.03670179,0.44042561999999996,38052.773568,NA,NA,NA,NA,NA,38052.773568,SAN JUAN CAPISTRANO,74.1886223,220.78861654,163.8002948,28230.828457037755,28230.828457037755,0.5,Yes,MY2023-24,PALISADES,291,4107585.5404989934
L02-622-2 (L02P32),0.100282,RANCHO SANTA MARGARITA,NA,NA,0.06919457999999999,0.06919457999999999,5978.411711999999,NA,0.08014334614430532,NA,6924.38510686798,NA,6924.38510686798,ORANGE CO,8.122253812,571.54189287,78.89723956,562.4161333001448,562.4161333001448,0.77,Yes,MY2023-24,TRABUCO,279,120823.85791687011
L02-622-2 (L02P32),0.100282,RANCHO SANTA MARGARITA,NA,NA,0.06919457999999999,0.06919457999999999,5978.411711999999,NA,0.08014334614430532,NA,6924.38510686798,NA,6924.38510686798,RANCHO SANTA MARGARITA,91.87774622,571.54189287,525.1202484,6361.968975783639,6361.968975783639,0.77,Yes,MY2023-24,TRABUCO,279,1366741.795067599
L02-640-1 (L11P02),0.163333,RANCHO SANTA MARGARITA,NA,NA,0.11269976999999999,0.11269976999999999,9737.260127999998,NA,0.06861458333333334,NA,5928.3,NA,5928.3,RANCHO SANTA MARGARITA,100,508.84556392,508.8459889,5928.3,5928.3,0.77,Unknown,MY2023-24,TRABUCO,279,1273576.689
L02-641-1,0.049392,RANCHO SANTA MARGARITA,NA,0.0125,0.034080479999999996,0.0125,1080,NA,NA,NA,NA,NA,1080,ORANGE CO,0.587888306,926.34500026,9.255604021,6.3491937048,6.3491937048,1,Yes,MY2023-24,TRABUCO,279,1771.4250436392
L02-641-1,0.049392,RANCHO SANTA MARGARITA,NA,0.0125,0.034080479999999996,0.0125,1080,NA,NA,NA,NA,NA,1080,RANCHO SANTA MARGARITA,99.41211166,926.34500026,920.8998951,1073.650805928,1073.650805928,1,Yes,MY2023-24,TRABUCO,279,299548.574853912
L02-641-2,0.331514,RANCHO SANTA MARGARITA,NA,0.067,0.22874465999999996,0.067,5788.8,NA,0.203,NA,17539.2,NA,17539.2,ORANGE CO,0.587888306,926.34500026,9.255604021,103.110905765952,103.110905765952,0.885,Yes,MY2023-24,TRABUCO,279,25459.629297200037
L02-641-2,0.331514,RANCHO SANTA MARGARITA,NA,0.067,0.22874465999999996,0.067,5788.8,NA,0.203,NA,17539.2,NA,17539.2,RANCHO SANTA MARGARITA,99.41211166,926.34500026,920.8998951,17436.08908827072,17436.08908827072,0.885,Yes,MY2023-24,TRABUCO,279,4305231.937230365
L03-074-1 (L03B01),0.199451,MISSION VIEJO,NA,0.026500000000000003,0.13762118999999998,0.026500000000000003,2289.6000000000004,NA,0.14345459281597223,NA,12394.476819300002,NA,12394.476819300002,MISSION VIEJO,100,303.10956645,303.1112637,12394.476819300002,12394.476819300002,1,Yes,MY2023-24,TRABUCO,279,3458059.0325847007
L03-074-2,0.029399,MISSION VIEJO,NA,0.051174884999999996,0.02028531,0.051174884999999996,4421.510064,NA,NA,NA,NA,NA,4421.510064,MISSION VIEJO,100,53.10934145,53.10912923,4421.510064,4421.510064,1,Yes,MY2023-24,ELTORO,294,1299923.958816
L03-141-1,0.069135,MISSION VIEJO,NA,0.036973305,0.04770315,0.036973305,3194.4935520000004,NA,0.020870833333333335,NA,1803.2400000000002,NA,1803.2400000000002,MISSION VIEJO,58.38533876,161.39127863,94.22937239,1052.8277826558242,1052.8277826558242,1,Yes,MY2023-24,TRABUCO,279,293738.9513609749
L03-141-1,0.069135,MISSION VIEJO,NA,0.036973305,0.04770315,0.036973305,3194.4935520000004,NA,0.020870833333333335,NA,1803.2400000000002,NA,1803.2400000000002,RANCHO SANTA MARGARITA,41.61466124,161.39127863,67.16248997,750.412217344176,750.412217344176,1,Yes,MY2023-24,TRABUCO,279,209365.00863902512
L03-141-2,0.005866,MISSION VIEJO,NA,NA,0.00404754,0.00404754,349.707456,NA,NA,NA,NA,NA,349.707456,MISSION VIEJO,100,30.57592245,30.57579982,349.7074559999999,349.7074559999999,1,Yes,MY2023-24,TRABUCO,279,97568.38022399998
L03-141-3,0.01245,MISSION VIEJO,NA,NA,0.0085905,0.0085905,742.2191999999999,NA,NA,NA,NA,NA,742.2191999999999,MISSION VIEJO,100,30.57592245,30.57579982,742.2191999999999,742.2191999999999,1,Yes,MY2023-24,TRABUCO,279,207079.15679999997
L03-142-1 (L03P24),0.018174,RANCHO SANTA MARGARITA,NA,NA,0.012540059999999999,0.012540059999999999,1083.461184,NA,NA,NA,NA,NA,1083.461184,ORANGE CO,99.82087577,255.6287671,433.6788916,1081.5204424968113,1081.5204424968113,0.77,Unknown,MY2023-24,TRABUCO,279,232343.03666158998
L03-142-1 (L03P24),0.018174,RANCHO SANTA MARGARITA,NA,NA,0.012540059999999999,0.012540059999999999,1083.461184,NA,NA,NA,NA,NA,1083.461184,RANCHO SANTA MARGARITA,0.179123703,255.6287671,0.457892096,1.9407357933484435,1.9407357933484435,0.77,Unknown,MY2023-24,TRABUCO,279,416.92827048504614
L03-172-2,0.017881,MISSION VIEJO,NA,0.021413804999999998,0.012337889999999999,0.021413804999999998,1850.1527519999995,NA,NA,NA,NA,NA,1850.1527519999995,MISSION VIEJO,100,46.50852925,46.50878967,1850.1527519999995,1850.1527519999995,1,Yes,MY2023-24,TRABUCO,279,516192.61780799984
L03-172-3,NA,MISSION VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,MISSION VIEJO,100,100.86548234,100.8650769,NA,842.8287807763762,0.885,Yes,MY2023-24,TRABUCO,279,208107.06840539892
L03-214-2 (L03P18),0.592284,MISSION VIEJO,NA,0.613,0.40867596,0.613,52963.200000000004,NA,0.4154220571388889,NA,35892.465736800004,NA,35892.465736800004,MISSION VIEJO,95.45320027,1483.91003393,1416.447548,34260.507201588836,34260.507201588836,1,Yes,MY2023-24,ELTORO,294,10072589.117267119
L03-214-2 (L03P18),0.592284,MISSION VIEJO,NA,0.613,0.40867596,0.613,52963.200000000004,NA,0.4154220571388889,NA,35892.465736800004,NA,35892.465736800004,RANCHO SANTA MARGARITA,4.546799732,1483.91003393,67.47047379,1631.9585359290147,1631.9585359290147,1,Yes,MY2023-24,ELTORO,294,479795.8095631303
L03-240-1 (L03P14),0.026244,MISSION VIEJO,NA,0.021,0.018108359999999997,0.021,1814.3999999999999,NA,NA,NA,NA,NA,1814.3999999999999,MISSION VIEJO,98.89814948,343.94004359,340.1522431,1794.40802416512,1794.40802416512,0.75,Yes,MY2023-24,ELTORO,294,395666.96932840894
L03-240-1 (L03P14),0.026244,MISSION VIEJO,NA,0.021,0.018108359999999997,0.021,1814.3999999999999,NA,NA,NA,NA,NA,1814.3999999999999,RANCHO SANTA MARGARITA,1.101850572,343.94004359,3.789708504,19.991976778368,19.991976778368,0.75,Yes,MY2023-24,ELTORO,294,4408.230879630144
L03-241-3,0.34292,MISSION VIEJO,NA,0.250684935,0.2366148,0.250684935,21659.178384,NA,NA,NA,NA,NA,21659.178384,MISSION VIEJO,99.47516067,722.06959077,718.2839077,21545.502497285906,21545.502497285906,1,Yes,MY2023-24,ELTORO,294,6334377.734202056
L03-241-3,0.34292,MISSION VIEJO,NA,0.250684935,0.2366148,0.250684935,21659.178384,NA,NA,NA,NA,NA,21659.178384,RANCHO SANTA MARGARITA,0.524839349,722.06959077,3.789708504,113.6758908293343,113.6758908293343,1,Yes,MY2023-24,ELTORO,294,33420.71190382429
