Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Aliso Viejo,Verified,1,J06-10011-1 (J06P01),0.603221,2024-05-29,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,98,3449,1.104,NA,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,NA,33.59503612,-117.71575017
Aliso Viejo,Verified,1,J06-10011-1 (J06P01),0.603221,2024-03-05,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,98,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Abundant (>50 Items),Within area surrounding outfall,Yes,NA,1,None,33.59503612,-117.71575017
Aliso Viejo,Verified,1,J06-10011-1 (J06P01),0.603221,2024-07-31,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,98,3855,0.465,NA,Below Average Discharge,Not present,Not present,Wet water mark,Abundant (>50 Items),Within area surrounding outfall,Yes,NA,1,NA,33.59503612,-117.71575017
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,2024-05-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,79,2683,0.085896,0.031,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.5576113,-117.71766788
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,2024-04-24,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,79,NA,0.045164,0.039,20% Or More Above Average Discharge,Not present,Not present,SWN Sensor back online,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,None,33.5576113,-117.71766788
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,2024-03-06,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,79,NA,0.01035,0.045,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,NA,33.5576113,-117.71766788
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,2024-07-30,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,79,2828,0.610909,0.027,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,None,33.5576113,-117.71766788
Dana Point,Verified,1,SC11-026-1 (M00P01),0.092087,2024-08-26,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,7500,0.104478,0.035,Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.45391971,-117.66647206
Dana Point,Verified,1,SC11-026-1 (M00P01),0.092087,2024-06-27,Small Fraction (<10%),Flowing,Unknown,Partial - Significant Distance,NA,Not A Priority,NA,8265,0.07728,0.069,Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.45391971,-117.66647206
Lake Forest,Verified,1,J01-9046-1,0.00431,2024-07-23,Small Fraction (<10%),Flowing,Unknown,Partial - Significant Distance,NA,Not A Priority,NA,NA,0.001,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.6545286,-117.65978561
Lake Forest,Verified,1,J01-9046-1,0.00431,2024-03-04,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,0,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.6545286,-117.65978561
Laguna Beach,Verified,1,LC02-11508-3,0,2024-08-12,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54502731,-117.79461173
Laguna Beach,Verified,1,LC02-11508-3,0,2024-07-03,NA,Dry,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,"Rebar is showing, cement is falling apart",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Damaged,33.54502731,-117.79461173
Orange Co,Verified,1,L01-514-1,0.018581,2024-07-15,NA,Flowing,Yes,Unsafe to Access,NA,Not A Priority,NA,3600,0.0144,0.002,Below Average Discharge,Green tint,Green tint,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.52387936,-117.62290372
Orange Co,Verified,1,L01-514-1,0.018581,2024-06-06,NA,Flowing,Yes,NA,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall was trickling at a rate too low to quantify.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52387936,-117.62290372
Dana Point,Verified,1,L01-728-8d,0,2024-06-27,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.46066252,-117.67736867
Dana Point,Verified,1,L01-728-8d,0,2024-08-26,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall nearly buried under sand,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.46066252,-117.67736867
Dana Point,Verified,1,L01-727-1 (L01S04),0.122785,2024-06-27,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.47115021,-117.68099957
Dana Point,Verified,1,L01-727-1 (L01S04),0.122785,2024-09-03,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Possible encampment (e.g. clothes, chair, food wrappers)",Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.47115021,-117.68099957
Orange Co,Verified,1,L01-303-5,0.017713,2024-06-12,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,NA,NA,1655,0.016364,NA,Below Average Discharge,Not present,Not present,A lot of mosquitos and bugs present at the outfall.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.59974638,-117.58434142
Orange Co,Verified,1,L01-303-5,0.017713,2024-08-05,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,NA,NA,1298,0.010909,0.004,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.59974638,-117.58434142
Laguna Beach,Verified,1,I00-11518-1,0.079534,2024-07-02,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Clogged,33.52971161,-117.77331873
Laguna Beach,Verified,1,I00-11518-1,0.079534,2024-08-12,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.52971161,-117.77331873
Dana Point,Verified,1,L01-728-9,0,2024-06-27,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.47076783,-117.68108507
Dana Point,Verified,1,L01-728-9,0,2024-09-03,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.47076783,-117.68108507
Dana Point,Verified,1,SC10-075-1d (M00P05),0.009482,2024-08-26,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,NA,NA,8020,0.007288,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.4531274,-117.66535407
Dana Point,Verified,1,SC10-075-1d (M00P05),0.009482,2024-06-27,NA,Flowing,Yes,Direct Connection,None,NA,NA,6740,0.012683,NA,Below Average Discharge,Not present,Not present,1.25LTIN 20 SEC-VOLUMETRIC (0.002 cfs),Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.4531274,-117.66535407
Laguna Beach,Verified,1,I01-11015-2,0,2024-05-07,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.54790127,-117.78154503
Laguna Beach,Verified,1,I01-11015-2,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.54790127,-117.78154503
Mission Viejo,Verified,1,J07-9109-2,0.05716,2024-03-04,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,23,NA,0.0026,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.6415684,-117.65760063
Mission Viejo,Verified,1,J07-9109-2,0.05716,2024-07-01,NA,Pooled or Ponded,Yes,NA,NA,Priority,23,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,NA,NA,NA,NA,NA,NA,33.6415684,-117.65760063
Mission Viejo,Verified,1,J07-9109-2,0.05716,2024-08-20,NA,Pooled or Ponded,Yes,Direct Connection,None,Priority,23,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Looks like front of outfall has been pulled off by heavy flow,Not Present (0 Items),NA,NA,NA,NA,Damaged,33.6415684,-117.65760063
Laguna Niguel,Verified,1,K01-12036-5,0.052474,2024-08-14,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,55,1768,0.058824,0.032,Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.51166424,-117.71802339
Laguna Niguel,Verified,1,K01-12036-5,0.052474,2024-05-17,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,55,1925,0.018679,NA,Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51166424,-117.71802339
San Juan Capistrano,Verified,1,L02-541-9 (L02P02),0.048641,2024-07-29,Small Fraction (<10%),Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.50398585,-117.66750546
San Juan Capistrano,Verified,1,L02-541-9 (L02P02),0.048641,2024-06-03,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall observed to have ponded water with indications of recent flow. No flow observed at the time of inspection.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.50398585,-117.66750546
Laguna Niguel,Verified,1,K01-12156-6,0.522546,2024-05-22,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,NA,NA,5547,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.49532901,-117.71490274
Laguna Niguel,Verified,1,K01-12156-6,0.522546,2024-07-30,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,NA,NA,5669,0.27,0.121,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.49532901,-117.71490274
Orange Co,Verified,1,L01-517-3,0.001664,2024-06-06,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Could not access due to overgrown site, barbed wire fenced off for nature preserve, unsafe access points.",NA,NA,NA,NA,NA,Overgrown,33.52265761,-117.62026947
San Juan Capistrano,Verified,1,L01-601-1,0,2024-07-25,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,7490,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.48171911,-117.67787596
San Juan Capistrano,Verified,1,L01-601-1,0,2024-06-10,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Trickle flow observed to be exiting the lid. Not enough to take flow measurement due to algae accumulation and steep slope,Not Present (0 Items),NA,NA,NA,NA,None,33.48171911,-117.67787596
Orange Co,Verified,1,L02-401-2 (COL02P55),NA,2024-09-12,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Arundo; Pipe completely submerged. Dissipator filled with mud,Sparse (<10 Items),NA,NA,NA,NA,Sediment,33.56248186,-117.6507242
Orange Co,Verified,1,L02-401-2 (COL02P55),NA,2024-05-21,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Green tint,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.56248186,-117.6507242
Orange Co,Verified,1,L02-401-2 (COL02P55),NA,2024-09-10,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,"Outfall is overgrown and inaccessible, appears ponded from far away",NA,NA,NA,NA,NA,Overgrown,33.56248186,-117.6507242
Orange Co,Verified,1,L01-335-1,0.015593,2024-09-12,Major Fraction (>50%),Flowing,Yes,Undetermined,NA,Priority,57,896,0.0168,0.003,Above Average Discharge,Not present,Not present,NA,Abundant (>50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.5778062,-117.61279998
Orange Co,Verified,1,L01-335-1,0.015593,2024-06-07,NA,Flowing,Yes,Undetermined,Surfactants,Priority,57,670,0.042105,NA,Above Average Discharge,Not present,Not present,Surfactant on water surface. Flowing outfall into pond. Pond up to outfall height. Multiple spray paint bottles in water. Overgrown path to get to outfall. Rodent feces on path to outfall.,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.5778062,-117.61279998
San Juan Capistrano,Verified,1,L01-618-4,0,2024-08-28,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Clear,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.50249598,-117.64850565
San Juan Capistrano,Verified,1,L01-618-4,0,2024-06-10,NA,Pooled or Ponded,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Ponded with overgrown vegetation on flow path.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.50249598,-117.64850565
San Juan Capistrano,Verified,1,L01-618-1,0.0585,2024-06-03,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,862,NA,NA,Below Average Discharge,Not present,Not present,Sediment accumulation observed on the outfall. Water appears to be ponded indicating recent flow,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.50004167,-117.6521586
San Juan Capistrano,Verified,1,L01-618-1,0.0585,2024-08-28,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Not A Priority,NA,2380,0.036,0.004,Below Average Discharge,Not present,Not present,Volumetric: 0.004 cfs; Animal footprints in mud in outfall. Volumetric 1.2litres/10 sec,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Sediment,33.50004167,-117.6521586
San Juan Capistrano,Verified,1,L01-766-2 (L01S06),0.186044,2024-07-29,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,3150,0.309278,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.4859114,-117.6721397
Orange Co,Verified,1,L01-391-1,0,2024-08-05,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.57606504,-117.58590441
Orange Co,Verified,1,L01-391-1,0,2024-06-12,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,A lot of vegetation and biology present. Frogs and snakes observed.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.57606504,-117.58590441
Mission Viejo,Verified,1,L03-074-2,0.029399,2024-08-20,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,36,1153,0.013333,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.63946665,-117.64175136
Mission Viejo,Verified,1,L03-074-2,0.029399,2024-07-09,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,36,1269,0.135,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.63946665,-117.64175136
Mission Viejo,Verified,1,L03-214-2 (L03P18),0.592284,2024-07-25,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,75,NA,0.518182,0.431,Below Average Discharge,Not present,Not present,NA,Abundant (>50 Items),In flow path of outfall,Yes,NA,1,NA,33.62371995,-117.64230304
Mission Viejo,Verified,1,L03-214-2 (L03P18),0.592284,2024-05-16,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,75,2443,0.5775,0.795,Below Average Discharge,Yellow tint,Clear,NA,Abundant (>50 Items),In flow path of outfall,Yes,NA,1,NA,33.62371995,-117.64230304
Orange Co,Verified,1,L01-303-3,NA,2024-06-12,NA,Pooled or Ponded,Unknown,Unsafe to Access,None,NA,NA,NA,NA,NA,NA,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.59525691,-117.58407006
Orange Co,Verified,1,L01-414-1,NA,2024-06-06,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Outfall overgrown and difficult to find. There is a pole on path that can be used as a marker.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.5617018,-117.59053608
Orange Co,Verified,1,L01-414-1,NA,2024-07-31,NA,Pooled or Ponded,Yes,Undetermined,None,Not A Priority,NA,0.00147,NA,NA,NA,Not present,"Brown ""tea"" tint","Water slowest flows out then infiltrates, conductivity was taken in the pool outside the outfall",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.5617018,-117.59053608
Aliso Viejo,Verified,1,I01-11217-1,0.001777,2024-06-28,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.59737354,-117.74627664
Aliso Viejo,Verified,1,I01-11217-1,0.001777,2024-08-29,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint","outfall full of grass clippings, inspection took place right after weed whacking",Not Present (0 Items),NA,NA,NA,NA,None,33.59737354,-117.74627664
San Clemente,Verified,1,SC05-073-1,0.006985,2024-08-07,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Water ponded far back in the outfall,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.41310656,-117.61383175
San Clemente,Verified,1,SC05-073-1,0.006985,2024-05-29,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Some erosion present. Water pooled inside outfall but no water leaving.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Other - See Comments,33.41310656,-117.61383175
Dana Point,Verified,1,K01-12159-2,0.146367,2024-06-12,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,62,5213,0.124771,0.059,Below Average Discharge,Not present,Not present,Yellow tinted water,Not Present (0 Items),NA,Yes,NA,NA,None,33.48244638,-117.72042004
Dana Point,Verified,1,K01-12159-2,0.146367,2024-08-06,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,62,7455,0.143077,0.098,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,Graffiti,33.48244638,-117.72042004
Orange Co,Verified,1,L01-335-2,0.0052,2024-06-07,NA,Pooled or Ponded,Yes,NA,None,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.57739308,-117.61273713
Orange Co,Verified,1,L01-335-2,0.0052,2024-09-12,NA,Pooled or Ponded,Yes,Undetermined,NA,NA,NA,955,0.0156,0.007,20% Or More Above Average Discharge,Not present,Not present,Volumetric: 0.007 cfs; Depth (l: 0.01 r: 0.01 c:0.03; 1.88 in 10 sec) Volumetric: app 80% captured). Measurements collected on upstream side of rip-rap,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.57739308,-117.61273713
Aliso Viejo,Verified,1,J01-10019-1 (J01P33),0.007265,2024-03-06,NA,NA,Yes,Unsafe to Access,NA,Priority,27,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Unable to access due to overgrown vegetation and poison oak.,NA,NA,NA,NA,NA,Overgrown,33.56456168,-117.71843877
San Clemente,Verified,1,M02-085-1 (M02P06),0.064764,2024-08-14,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,61,6945,0.035676,0.015,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.45834137,-117.59457087
San Clemente,Verified,1,M02-085-1 (M02P06),0.064764,2024-06-26,NA,Flowing,Yes,Undetermined,NA,Priority,61,6690,0.040985,0.021,Below Average Discharge,Not present,Yellow tint,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.45834137,-117.59457087
San Clemente,Verified,1,M02-085-1 (M02P06),0.064764,2024-05-22,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,61,4100,0.029662,0.006,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.45834137,-117.59457087
San Juan Capistrano,Verified,1,L02-571-1,0,2024-07-25,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.49086494,-117.6661083
San Juan Capistrano,Verified,1,L02-571-1,0,2024-06-03,Small Fraction (<10%),Dry,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall observed to be dry,NA,NA,NA,NA,NA,None,33.49086494,-117.6661083
Aliso Viejo,Verified,1,J01-9007-1 (J02P05),0.092367,2024-08-06,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,49,3252,0.005,0.005,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,None,33.55864031,-117.73781458
Aliso Viejo,Verified,1,J01-9007-1 (J02P05),0.092367,2024-05-29,NA,Flowing,Yes,Undetermined,None,Priority,49,3350,0.020779,0.01,Below Average Discharge,Not present,Not present,Clear water,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,None,33.55864031,-117.73781458
Aliso Viejo,Verified,1,J01-9007-1 (J02P05),0.092367,2024-03-06,NA,Flowing,Yes,Undetermined,NA,Priority,49,NA,0.02982,0.012,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,None,33.55864031,-117.73781458
Mission Viejo,Verified,1,L04-136-1 (L04P07),NA,2024-05-15,NA,Pooled or Ponded,Yes,Undetermined,None,Not A Priority,NA,NA,NA,NA,NA,Green tint,Not present,Part of the fence around the outfall is broken,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Clogged,33.60686333,-117.67785329
Laguna Beach,Verified,2,I01-11021-1,0.028629,2024-01-22,NA,Flowing,Yes,Unsafe to Access,None,NA,NA,120,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,Yes,NA,None,33.54155854,-117.78261491
Laguna Beach,Verified,1,I01-11021-1,0.028629,2024-01-18,NA,Flowing,Yes,Undetermined,NA,NA,NA,3658,0.09,NA,20% Or More Above Average Discharge,Not present,Not present,Storm set up (Isco and Hach),NA,NA,NA,Yes,NA,NA,33.54155854,-117.78261491
Laguna Niguel,Verified,1,J01-9144-1 (J01P23),0.050193,2024-08-27,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,52,1203,0.002,0.002,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.55488917,-117.71893883
Laguna Niguel,Verified,1,J01-9144-1 (J01P23),0.050193,2024-03-06,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,52,NA,0.57096,0.283,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.55488917,-117.71893883
San Juan Capistrano,Verified,1,L02-541-7,0,2024-07-25,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall was closed with lid and there was no flow,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.4999239,-117.66646649
San Juan Capistrano,Verified,1,L02-541-7,0,2024-06-03,Small Fraction (<10%),Dry,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall with lid observed to be dry,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.4999239,-117.66646649
Laguna Beach,Verified,1,I00-11468-1,0.039855,2024-08-08,NA,Flowing,Yes,NA,NA,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible,NA,NA,Yes,NA,NA,NA,33.53565305,-117.76900121
Laguna Beach,Verified,1,I00-11468-1,0.039855,2024-06-18,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,Overgrown; cannot access for sampling,NA,NA,Yes,NA,NA,NA,33.53565305,-117.76900121
San Juan Capistrano,Verified,1,L01-747-1,0.045,2024-06-10,NA,Pooled or Ponded,Unknown,Undetermined,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.50889937,-117.63449404
San Juan Capistrano,Verified,1,L01-747-1,0.045,2024-07-22,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,completely overgrown and inaccessible,NA,NA,NA,NA,NA,Overgrown,33.50889937,-117.63449404
Rancho Santa Margarita,Verified,1,L02-622-2 (L02P32),0.100282,2024-05-23,NA,Flowing,Yes,NA,None,Not A Priority,NA,NA,NA,NA,Above Average Discharge,Not present,Not present,Outfall is completely fenced in making it inaccessible. Visual observations were made from behind fence.,Not Present (0 Items),NA,NA,NA,NA,None,33.6472417,-117.6024623
